,start_time,end_time,stdDevX,absAvgX,ZCRX,OSCRX,minMaxX,stdDevY,absAvgY,ZCRY,OSCRY,minMaxY,stdDevZ,absAvgZ,ZCRZ,OSCRZ,minMaxZ,maxX,maxY,maxZ,label,activity
23,28.004,28.996,0.0435338117498569,0.03693888888888889,28.22580645161298,0.5,0.033899999999999986,0.055558537561613636,0.04499141414141417,25.201612903225875,0.42,-0.0866,0.09309374057186384,0.0774171717171717,17.137096774193594,0.42,0.0887,0.1334,0.1052,0.303,7,type
24,29.002,31.997,0.34330358174978187,0.21761382799325452,10.684474123539228,0.33557046979865773,0.7209000000000001,1.4561316511939992,0.9457421585160198,3.6727879799666097,0.20134228187919462,2.205,0.5628300630736628,0.38003979763912327,6.010016694490816,0.3288590604026846,-1.2218,1.5757,5.3425,0.8877,4,sitDown
25,33.014,36.997,0.295665801952864,0.2115551201011377,14.310820989204128,0.43434343434343436,0.7373999999999999,0.18230213541061235,0.13347547408343874,19.33216168717049,0.398989898989899,0.014899999999999913,0.24172019455471275,0.18637926675094837,16.821491338187307,0.5050505050505051,0.12149999999999994,1.3975,0.5307,0.8227,6,turn
26,34.001,37.993,0.2620339840330431,0.15309520807061788,22.545090180360695,0.5125628140703518,1.0316,0.16271346938609021,0.11601664564943263,17.284569138276535,0.49748743718592964,-0.5731999999999999,0.26506395810603545,0.20105409836065588,18.78757515030058,0.44221105527638194,0.22499999999999998,1.8763,0.5003,0.8588,6,turn
27,34.004,36.988,0.6509392088164008,0.3860868020304567,7.707774798927609,0.4189189189189189,2.2561,0.17858976567179677,0.12496548223350264,19.43699731903484,0.47297297297297297,-0.04589999999999994,0.41189311569571174,0.2835001692047377,20.10723860589811,0.5067567567567568,0.34329999999999994,4.1082,0.9728,1.5292,6,turn
28,35.0,40.998,0.38812381498762755,0.26376537815126017,14.171390463487835,0.348993288590604,0.4001000000000001,0.32311413620355006,0.2288576470588234,15.671890630210076,0.3859060402684564,-0.6351000000000001,0.40214219408005647,0.2704742857142859,15.338446148716246,0.3859060402684564,1.0917999999999999,1.5398,0.9027,2.255,1,sitUp
29,42.008,45.996,0.2661313168926002,0.17914161412358132,14.794383149448347,0.5125628140703518,0.09770000000000001,0.22615183007742048,0.15910756620428768,12.286860581745238,0.48743718592964824,-0.2872,0.3042525410912663,0.19560353089533422,17.552657973921768,0.4371859296482412,0.8553999999999999,0.9765,0.6847,1.6662,6,turn
30,42.015,44.999,0.037807528263125854,0.030834848484848458,38.20375335120641,0.4228187919463087,0.031500000000000014,0.028754798898537322,0.02703434343434344,32.171581769436976,0.4899328859060403,-0.0348,0.03081163859935014,0.02821228956228956,43.90080428954421,0.5906040268456376,-0.052199999999999996,0.1307,0.0668,0.0636,0,rest
31,44.003,47.998,0.21183231747459097,0.1428532237673829,20.525657071339186,0.494949494949495,-0.5139,0.17575774627982238,0.1301467762326171,18.523153942428046,0.5050505050505051,0.19340000000000002,0.2309645528901995,0.16426068268015173,19.02377972465583,0.4393939393939394,-0.18779999999999997,0.544,0.7269,0.7667,6,turn
32,45.0,48.997,0.25294637785752183,0.16117790404040386,17.012759569677257,0.43434343434343436,-0.9158000000000001,0.1516131640130973,0.10834949494949485,25.26895171378534,0.4292929292929293,-0.028200000000000003,0.2577833739482345,0.15910795454545446,20.51538653990493,0.5151515151515151,-0.08240000000000003,0.6276,0.6907,1.2353,6,turn
33,46.003,47.999,0.5072592352093881,0.38291309823677605,5.010020040080155,0.31,-1.5220000000000002,1.0952036883617102,0.7880448362720409,4.509018036072139,0.32,-1.177,0.9140323931535691,0.7108030226700255,4.509018036072139,0.41,2.5728999999999997,0.5732,2.155,3.7877,3,standUp
34,47.021,49.998,0.2702352451769502,0.191432154882155,12.428619415518993,0.3624161073825503,0.1973999999999999,1.111272120689771,0.7584998316498313,4.702720859926105,0.2348993288590604,2.4236999999999997,0.4682076503944843,0.32144764309764323,10.07725898555594,0.3959731543624161,-0.2961999999999998,0.9016,4.1747,1.0697,4,sitDown
35,51.009,54.996,0.46938545289193606,0.34908598484848524,6.5211938801103555,0.398989898989899,-2.5808999999999997,0.3629130452437406,0.26202563131313134,11.788312014045642,0.3383838383838384,0.15969999999999995,0.32668065328364626,0.2558877525252522,17.557060446450958,0.4797979797979798,0.19629999999999992,0.9045,1.3167,1.0956,6,turn
36,55.003,58.0,0.43638015440357214,0.21529325463743695,19.686353019686354,0.4563758389261745,-0.24829999999999997,0.2840176572851457,0.18176812816188878,17.684351017684353,0.4966442953020134,0.06410000000000005,0.26489225694359564,0.18971973018549765,21.35468802135469,0.47651006711409394,-0.8574,3.1715,1.7982,0.7188,6,turn
37,57.004,59.993,0.3712324256761362,0.25088530405405396,9.033121445299418,0.3108108108108108,-0.02069999999999994,1.6404246906942617,1.0919211148648664,3.345600535296081,0.12162162162162163,2.9377999999999997,0.5538686217370081,0.3634371621621623,8.364001338240202,0.33783783783783783,-1.4276999999999997,1.3283,6.2452,1.1705,4,sitDown
38,60.001,64.992,0.7672670796247798,0.5368199392712558,10.819475055099163,0.3805668016194332,-1.0943,0.5573867297266357,0.3960953441295551,13.424163494289703,0.42105263157894735,-0.18130000000000002,0.4935038432385684,0.31250010121457494,15.027048687637727,0.3643724696356275,0.7444,1.9083,1.6315,2.3895,6,turn
39,60.001,64.0,0.8593825235681144,0.579972795969773,12.753188297074262,0.3969849246231156,1.4727000000000001,0.533762339045466,0.40169861460957207,13.253313328332075,0.4120603015075377,-0.09399999999999986,0.6987274507605359,0.44883198992443357,15.753938484621147,0.3768844221105528,1.5294000000000003,4.1601,1.5742,3.5695,1,sitUp
40,61.005,64.0,0.0296135300310079,0.024938617200674557,39.06510851419035,0.5302013422818792,0.0013000000000000095,0.032682150671539435,0.028097301854974697,37.061769616026744,0.5771812080536913,-0.04100000000000001,0.0361458625914542,0.03509055649241149,34.724540901502536,0.5771812080536913,-0.06230000000000001,0.0884,0.0687,0.0697,0,rest
41,64.0,68.997,0.4429894687087941,0.28308685540950457,13.007804682809686,0.3870967741935484,0.6409,0.3467983857772368,0.244695652173913,17.010206123674205,0.4032258064516129,-0.21039999999999992,0.4145293193985523,0.272216885743175,13.408044826896138,0.46774193548387094,0.13550000000000018,1.9965,1.0677,1.717,2,lieDown
42,65.005,67.995,0.28665503445916085,0.1885694256756757,16.7224080267558,0.3108108108108108,-0.02090000000000003,0.8261571228416327,0.6014148648648658,6.688963210702321,0.31756756756756754,1.2814999999999999,0.5155073337044119,0.34664493243243255,10.367892976588598,0.38513513513513514,-0.39549999999999996,0.9173,2.6508,1.249,4,sitDown
43,66.006,69.996,0.5949639036760661,0.42858520859671356,7.017543859649132,0.2777777777777778,-1.0271,0.2989737945124651,0.2132394437420987,11.027568922305779,0.3686868686868687,0.3308,0.35227891170078107,0.2609584070796461,13.533834586466183,0.398989898989899,-0.3325999999999999,1.5543,1.6459,0.9385,6,turn
44,68.003,70.0,0.4161183390698085,0.33086767676767675,7.010515773660491,0.30303030303030304,0.04520000000000002,0.9444831500552061,0.6882138888888883,12.518778167250877,0.3333333333333333,-0.12810000000000032,0.9710902945804574,0.6366585858585851,12.018027040560842,0.45454545454545453,2.4745,1.022,2.054,3.4306,3,standUp
45,68.004,69.996,0.7677566271797484,0.5695402531645567,6.024096385542198,0.26262626262626265,-1.5277,1.1948998146614926,0.9166787341772141,4.518072289156649,0.2727272727272727,-0.6680999999999999,1.2623997494156947,0.9391663291139238,8.534136546184781,0.47474747474747475,2.3166,1.3427,2.1476,3.7682,1,sitUp
46,77.002,80.997,0.8373084332623388,0.5863742098609355,10.262828535669575,0.41919191919191917,0.9527999999999999,0.5163076599779054,0.38944475347661256,14.267834793491849,0.43434343434343436,-0.3680000000000001,0.574176656326819,0.42651833122629645,14.768460575719633,0.41414141414141414,-0.07840000000000003,3.8482,1.9538,1.7308,1,sitUp
47,84.001,88.999,0.4652787733103382,0.3276459049545001,9.80392156862747,0.29435483870967744,0.5418000000000001,0.4573986701997385,0.31529696663296203,11.204481792717107,0.34274193548387094,-0.47239999999999993,0.49392707953221593,0.3458560161779574,7.803121248499415,0.3346774193548387,0.34419999999999984,1.9123,1.6307,2.1176,1,sitUp
48,87.002,89.998,0.32716726345708175,0.23804553119730185,17.35647530040048,0.46308724832214765,-0.3792,0.7701139672638458,0.5058084317032038,14.018691588785003,0.3624161073825503,-1.0963,0.7895180812823742,0.5182283305227661,10.680907877169526,0.5369127516778524,2.5567,0.827,1.6403,3.4447,3,standUp
49,94.001,97.997,0.5046916474300377,0.27540214917825484,12.762762762762778,0.3383838383838384,-2.1508,0.7465925204111477,0.4143926675094812,14.514514514514532,0.3939393939393939,-0.5118,0.8531872586480744,0.43779178255372936,6.506506506506515,0.43434343434343436,4.0435,0.9495,1.9409,5.994,3,standUp
50,146.002,149.0,0.4505023513509587,0.2597548821548821,17.01134089392934,0.3959731543624161,0.2691000000000001,1.4455728786521842,0.9524792929292945,5.003335557038041,0.2080536912751678,2.372,0.5951324072573609,0.39876902356902366,8.672448298865937,0.436241610738255,-0.26570000000000005,1.9816,5.7291,1.424,4,sitDown
51,151.002,154.999,0.022899799189272135,0.019616414141414146,52.53940455341525,0.5757575757575758,0.0189,0.03205749623283104,0.028482070707070706,38.528896672504516,0.5707070707070707,-0.0194,0.03313567781595076,0.031492550505050454,36.777583187390675,0.601010101010101,-0.03990000000000002,0.0829,0.0887,0.1505,0,rest
52,155.018,158.995,0.5093260967732696,0.36833354430379767,7.794820216243392,0.35353535353535354,-0.10089999999999999,0.5139346375502143,0.3548260759493666,9.052049283379423,0.4494949494949495,0.15810000000000013,0.46368714375345277,0.3239436708860755,14.835302992205165,0.398989898989899,-0.35430000000000006,1.5834,1.6121,1.3107,2,lieDown
53,170.003,175.997,0.3889421768284313,0.2659815345699826,13.680347013680283,0.31986531986531985,0.4001000000000001,0.32314375010208635,0.2302602866779091,12.012012012011956,0.37373737373737376,-0.6351000000000001,0.4022553271667705,0.27067074198988206,15.515515515515443,0.4107744107744108,1.0917999999999999,1.5398,0.9027,2.255,1,sitUp
54,180.006,182.998,0.424576692094849,0.27603912310286677,8.689839572192541,0.3288590604026846,-1.5220000000000002,0.9023735937094678,0.5583053962900507,5.6818181818182,0.33557046979865773,-1.177,0.7846358062590063,0.5244357504215857,7.01871657754013,0.47651006711409394,2.5728999999999997,0.5732,2.155,3.7877,3,standUp
55,191.008,194.999,0.32176373052737334,0.19591010101010098,14.783262340265651,0.36363636363636365,-0.02069999999999994,1.418647803889808,0.8295893939393953,9.521423202204996,0.1919191919191919,2.9377999999999997,0.4804158877558044,0.2861569444444446,12.027060886995784,0.3484848484848485,-1.4276999999999997,1.3283,6.2452,1.1705,4,sitDown
56,198.001,202.992,0.44336566222026375,0.28299746707193535,13.824884792626769,0.3967611336032389,0.6409,0.3471267586140366,0.24507912867274556,15.828491284311808,0.4048582995951417,-0.21039999999999992,0.41458539749425233,0.2709139817629181,14.826688038469287,0.48582995951417,0.13550000000000018,1.9965,1.0677,1.717,2,lieDown
57,204.001,209.996,0.032187145521794976,0.027464249578414847,40.70058381984985,0.5151515151515151,0.024599999999999997,0.02734533570020342,0.02273077571669475,42.20183486238529,0.5824915824915825,-0.025499999999999995,0.04810540216876894,0.041784148397976346,31.025854879065864,0.5959595959595959,-0.0718,0.1278,0.0731,0.233,0,rest
58,218.003,222.996,0.46544377918023944,0.3275944331983809,11.215701982775833,0.30364372469635625,0.5418000000000001,0.4577793147455499,0.3153202429149793,11.415982375325402,0.3441295546558704,-0.47239999999999993,0.4945664627707463,0.34519635627530354,9.21289805728015,0.32388663967611336,0.34419999999999984,1.9123,1.6307,2.1176,1,sitUp
59,228.003,231.995,0.5057357734002681,0.27412784810126545,14.779559118236405,0.3333333333333333,-2.1508,0.7464134634260111,0.414270506329114,15.531062124248425,0.3888888888888889,-0.5118,0.8535572355676956,0.4364477215189869,8.767535070140239,0.4292929292929293,4.0435,0.9495,1.9409,5.994,3,standUp
