time,ax,ay,az,aT
0.621000,0.2596,-0.2206,-0.6945,0.774
0.626000,0.0853,-0.4158,-0.7945,0.901
0.631000,-0.0974,-0.4326,-0.7586,0.879
0.636000,-0.2691,-0.3787,-0.7376,0.872
0.640000,-0.3748,-0.2528,-0.7015,0.835
0.648000,-0.3635,-0.2070,-0.6206,0.748
0.652000,-0.2790,-0.1114,-0.5972,0.668
0.655000,-0.1275,-0.1445,-0.7016,0.728
0.664000,0.0026,-0.1351,-0.7664,0.778
0.666000,0.0552,-0.1867,-0.7890,0.813
0.671000,0.2042,-0.2733,-0.7824,0.854
0.675000,0.3675,-0.3938,-0.7847,0.952
0.686000,0.4142,-0.4957,-0.7422,0.984
0.687000,0.4545,-0.5521,-0.6569,0.971
0.691000,0.4839,-0.5871,-0.5552,0.942
0.702000,0.4450,-0.5966,-0.3517,0.823
0.703000,0.4583,-0.6051,-0.1775,0.780
0.706000,0.3639,-0.5363,-0.1557,0.667
0.712000,0.2968,-0.4918,-0.1712,0.599
0.716000,0.1732,-0.4298,-0.1987,0.504
0.722000,0.1116,-0.3076,-0.2394,0.405
0.726000,0.1957,-0.2661,-0.3448,0.477
0.731000,0.1884,-0.2412,-0.5283,0.611
0.737000,0.1487,-0.2241,-0.5966,0.654
0.742000,0.1967,-0.2073,-0.6217,0.684
0.747000,0.1666,-0.2155,-0.6733,0.726
0.752000,0.0515,-0.2399,-0.7301,0.770
0.757000,-0.0213,-0.2568,-0.7095,0.755
0.764000,-0.0143,-0.2649,-0.6154,0.670
0.768000,0.0420,-0.2730,-0.4714,0.546
0.773000,0.0990,-0.2989,-0.3336,0.459
0.791000,0.1214,-0.3343,-0.1494,0.386
0.792000,0.1713,-0.3852,-0.0060,0.422
0.792000,0.3090,-0.3834,0.2795,0.566
0.799000,0.3937,-0.4249,0.5399,0.792
0.800000,0.3870,-0.5187,0.6611,0.925
0.803000,0.3390,-0.5130,0.6060,0.863
0.809000,0.2427,-0.5369,0.4934,0.769
0.813000,0.1707,-0.4671,0.4259,0.655
0.818000,0.1757,-0.3833,0.3901,0.574
0.823000,0.2053,-0.3096,0.3559,0.514
0.829000,0.1978,-0.2493,0.3030,0.439
0.833000,0.1127,-0.2145,0.2529,0.350
0.839000,0.0577,-0.1691,0.1110,0.210
0.844000,0.1014,-0.1728,-0.0247,0.202
0.848000,0.0599,-0.1056,-0.0527,0.132
0.854000,-0.0285,0.0096,-0.0821,0.087
0.859000,-0.0765,0.0294,-0.1512,0.172
0.863000,-0.0886,0.0257,-0.2336,0.251
0.869000,-0.0250,0.0356,-0.2528,0.257
0.874000,0.0831,0.0229,-0.2831,0.296
0.891000,0.0957,0.0500,-0.2453,0.268
0.892000,0.1071,0.1262,-0.2052,0.264
0.893000,0.1232,0.1679,-0.1822,0.277
0.915000,0.0805,0.1289,-0.1274,0.198
0.916000,0.0916,0.0607,-0.1221,0.164
0.917000,0.1598,0.0375,-0.0885,0.186
