time,ax,ay,az,aT
1.282000,-0.0901,0.0925,0.7569,0.768
1.286000,-0.1387,0.0026,1.0001,1.010
1.292000,-0.0992,-0.0714,1.1913,1.198
1.297000,-0.1188,-0.1399,1.0781,1.094
1.303000,-0.2812,-0.1398,0.8765,0.931
1.307000,-0.4280,-0.0613,0.9010,0.999
1.312000,-0.4083,0.1489,1.1125,1.194
1.317000,-0.3037,0.2305,1.3159,1.370
1.321000,-0.2437,0.1908,1.3655,1.400
1.327000,-0.1777,0.2016,1.6645,1.686
1.333000,-0.0642,-0.0595,1.0857,1.089
1.349000,-0.1791,-0.3337,0.3452,0.512
1.351000,-0.4908,-0.4494,0.1745,0.688
1.351000,-0.4451,-0.4779,0.0188,0.653
1.355000,0.3332,0.4271,0.3808,0.662
1.357000,0.1404,0.1070,0.3563,0.398
1.361000,-0.1651,-0.5276,-0.7420,0.925
1.367000,-0.2618,0.3457,-1.1000,1.182
1.373000,0.0174,1.8628,-0.1569,1.869
1.378000,0.6925,1.5737,1.4779,2.267
1.382000,1.5842,1.5533,4.3611,4.893
1.387000,2.2159,1.7505,3.7600,4.702
1.392000,2.0976,1.6424,1.0098,2.849
1.398000,1.4697,1.6873,-0.3040,2.258
1.403000,0.8115,1.8548,-1.0349,2.274
1.408000,0.6208,1.8413,-1.3849,2.386
1.412000,0.8364,1.7136,-1.0019,2.154
1.419000,1.1536,1.5813,-0.1676,1.965
1.423000,1.4399,1.3772,0.5963,2.080
1.428000,1.3936,1.2319,0.9903,2.107
1.433000,1.1792,1.1492,0.9339,1.893
1.451000,0.9833,1.0107,0.4866,1.492
1.452000,0.8169,0.8189,0.1134,1.162
1.453000,0.6644,0.6609,0.0497,0.938
1.455000,0.5854,0.6094,0.3351,0.909
1.459000,0.5989,0.5652,0.4982,0.962
1.463000,0.5625,0.5036,0.6592,1.002
1.481000,0.4936,0.4899,0.7237,1.004
1.482000,0.4144,0.4442,0.5610,0.827
1.483000,0.2504,0.4509,0.2724,0.583
1.484000,0.1270,0.4670,0.2148,0.529
1.495000,0.1750,0.3860,0.2275,0.481
1.496000,0.3646,0.2304,0.2682,0.508
1.499000,0.4846,0.0300,0.2660,0.554
1.507000,0.5478,-0.0316,0.5216,0.757
1.509000,0.6014,-0.0803,0.7972,1.002
1.515000,0.6312,-0.1807,0.8301,1.058
1.520000,0.5387,-0.2039,0.7544,0.949
1.524000,0.2902,-0.0924,0.6030,0.676
1.529000,0.0932,-0.0078,0.5017,0.510
1.534000,-0.0226,0.0989,0.4948,0.505
1.540000,-0.1029,0.1427,0.5453,0.573
1.544000,-0.2051,0.1584,0.6330,0.684
1.549000,-0.2285,0.1540,0.7017,0.754
1.567000,-0.2494,0.1894,0.9273,0.979
1.569000,-0.3062,0.2883,1.2178,1.288
1.569000,-0.3913,0.3166,1.2278,1.327
1.573000,-0.5897,0.3200,1.0215,1.222
1.575000,-0.7733,0.2867,1.0516,1.336
1.579000,-0.8076,0.2649,1.1301,1.414
1.595000,-0.9292,0.2438,1.2685,1.591
1.596000,-1.0650,0.1815,1.4324,1.794
1.597000,-1.0774,0.0066,1.2556,1.654
1.601000,-1.0183,-0.2773,1.0819,1.511
1.610000,-0.9958,-0.4605,1.1721,1.605
1.612000,-1.0201,-0.5625,1.1570,1.642
1.617000,-1.0374,-0.6036,1.1741,1.679
1.624000,-1.0329,-0.6987,1.0626,1.638
1.626000,-1.0177,-0.8405,0.8472,1.568
1.631000,-1.0056,-0.9240,0.7677,1.567
1.638000,-1.0539,-0.9909,0.8873,1.697
1.641000,-1.0119,-0.9935,0.8897,1.674
1.646000,-0.9547,-1.0539,0.8550,1.659
1.651000,-1.0035,-1.0608,1.0305,1.787
1.666000,-1.0566,-0.9606,1.2319,1.886
1.667000,-1.1376,-0.8908,1.2349,1.901
1.667000,-1.2009,-0.9076,1.0201,1.818
1.687000,-1.1341,-0.9978,0.7880,1.704
1.688000,-0.9903,-1.1075,0.7522,1.665
1.689000,-0.7976,-1.1758,0.8237,1.642
1.689000,-0.6923,-1.2374,1.0064,1.739
1.692000,-0.5607,-1.2624,1.0998,1.766
1.696000,-0.4407,-1.2975,1.0832,1.747
1.702000,-0.3466,-1.4156,0.9845,1.759
1.707000,-0.2641,-1.4431,0.8679,1.705
1.711000,-0.1663,-1.4495,0.9754,1.755
1.716000,-0.1364,-1.4467,1.1049,1.825
1.721000,-0.0618,-1.4813,1.1006,1.846
1.727000,0.0113,-1.4565,0.9947,1.764
1.732000,-0.0095,-1.5266,0.8513,1.748
1.738000,-0.0711,-1.5467,0.6441,1.677
1.742000,-0.0647,-1.5278,0.6306,1.654
1.747000,-0.0547,-1.4379,0.7611,1.628
1.754000,-0.0851,-1.3320,0.7618,1.537
1.758000,-0.0756,-1.3216,0.7149,1.504
1.762000,0.0238,-1.4113,0.6107,1.538
1.768000,0.1612,-1.5307,0.3911,1.588
1.787000,0.3044,-1.6450,0.3701,1.713
1.789000,0.4511,-1.7039,0.4754,1.826
1.790000,0.5531,-1.7914,0.5372,1.950
1.814000,0.6368,-1.8761,0.5128,2.047
1.816000,0.6312,-1.9665,0.4214,2.108
1.819000,0.6570,-2.0998,0.2692,2.217
1.823000,0.7207,-2.1672,0.1780,2.291
1.823000,0.8192,-2.2058,0.2780,2.369
1.824000,0.8418,-2.2242,0.2786,2.394
1.825000,0.6998,-2.1543,0.0279,2.265
1.826000,0.5718,-2.1353,-0.0909,2.212
1.828000,0.6027,-2.1349,-0.0625,2.219
1.833000,0.6538,-2.1712,0.0378,2.268
1.845000,0.7632,-2.2250,0.1871,2.360
1.848000,0.8699,-2.2365,0.1669,2.406
1.849000,0.8257,-2.2047,0.1637,2.360
1.856000,0.7314,-2.1750,0.1444,2.299
1.859000,0.6509,-2.1092,0.0279,2.208
1.863000,0.6358,-2.0577,0.0028,2.154
1.868000,0.6096,-2.0588,-0.0166,2.147
1.881000,0.6419,-2.0464,-0.0611,2.146
1.882000,0.6998,-2.0288,-0.0716,2.147
1.885000,0.7561,-2.0047,-0.0156,2.143
1.888000,0.7313,-2.0182,0.0042,2.147
1.904000,0.6782,-2.0298,-0.2012,2.150
1.905000,0.6364,-2.1136,-0.5319,2.270
1.907000,0.6461,-2.2214,-0.6813,2.412
1.909000,0.7671,-2.2899,-0.5195,2.470
1.914000,1.0001,-2.3547,-0.3343,2.580
1.919000,1.1546,-2.3797,-0.2615,2.658
1.923000,1.1822,-2.4162,-0.3174,2.709
1.929000,1.1704,-2.3793,-0.4918,2.697
1.934000,1.1493,-2.2380,-0.5777,2.581
1.941000,1.0358,-2.0332,-0.5967,2.359
1.944000,0.8950,-1.8320,-0.6437,2.138
1.949000,0.7971,-1.6420,-0.6016,1.922
1.954000,0.6776,-1.4070,-0.6363,1.686
1.959000,0.6389,-1.2539,-0.8509,1.645
1.964000,0.5909,-1.1530,-1.1218,1.714
1.969000,0.6446,-1.1448,-0.9582,1.626
1.975000,0.6910,-1.1312,-0.8942,1.599
1.979000,0.7959,-1.1062,-1.0203,1.702
1.985000,0.8006,-1.1224,-1.0619,1.740
1.999000,0.7470,-1.1258,-1.0684,1.723
2.000000,0.6146,-1.0725,-1.1871,1.714
2.001000,0.6122,-1.1167,-1.2857,1.810
2.023000,0.6163,-1.1818,-1.3110,1.870
2.025000,0.7792,-1.2749,-1.2121,1.924
2.026000,0.8066,-1.3183,-1.1569,1.931
2.027000,0.7756,-1.3488,-1.1453,1.932
2.027000,0.8501,-1.4263,-1.1794,2.037
2.031000,0.8368,-1.4405,-1.3362,2.136
2.035000,0.7399,-1.3268,-1.5774,2.190
2.041000,0.6826,-1.2097,-1.6877,2.186
2.046000,0.7156,-1.0806,-1.6024,2.061
2.051000,0.6920,-0.9777,-1.5736,1.978
2.055000,0.6055,-0.7883,-1.6255,1.905
2.061000,0.4129,-0.5879,-1.7181,1.862
2.065000,0.2188,-0.4672,-1.8413,1.912
2.071000,0.0629,-0.4416,-2.0410,2.089
2.075000,0.0322,-0.4642,-2.0933,2.144
2.081000,0.0603,-0.5335,-1.9616,2.034
2.086000,0.0648,-0.6826,-1.9214,2.040
2.091000,-0.0548,-0.8861,-2.0420,2.227
2.095000,-0.0614,-1.2166,-2.2093,2.523
2.101000,0.0008,-1.7563,-2.1551,2.780
2.115000,0.0625,-2.1194,-2.0911,2.978
2.117000,0.0665,-2.1702,-2.1095,3.027
2.118000,0.1267,-1.8807,-1.9050,2.680
2.142000,0.3014,-1.5654,-1.6248,2.276
2.143000,0.4202,-1.3839,-1.5359,2.110
2.144000,0.4863,-1.1668,-1.4596,1.931
2.145000,0.5928,-0.9815,-1.1546,1.627
2.146000,0.6841,-0.7385,-0.8819,1.338
2.147000,0.7791,-0.5900,-0.6354,1.166
2.152000,0.8278,-0.3911,-0.7985,1.215
2.157000,0.9278,-0.2328,-1.1410,1.489
2.163000,1.0491,-0.0840,-1.0578,1.492
2.167000,1.1350,0.1452,-0.7612,1.374
2.174000,1.1761,0.2496,-0.5360,1.316
2.177000,1.1016,0.2271,-0.4716,1.220
2.182000,0.9655,0.2419,-0.6247,1.175
2.200000,0.8995,0.1635,-0.8185,1.227
2.202000,0.8985,0.0734,-0.7069,1.146
2.202000,0.8090,0.0794,-0.5185,0.964
2.203000,0.7047,0.0425,-0.3804,0.802
2.228000,0.6419,-0.1206,-0.2297,0.692
2.229000,0.6803,-0.2377,-0.0794,0.725
2.230000,0.6296,-0.3017,-0.0827,0.703
2.230000,0.5389,-0.2360,0.1378,0.604
2.231000,0.2808,-0.3735,0.3765,0.600
2.232000,0.2183,-0.2681,0.5499,0.650
2.240000,0.2081,-0.2311,0.3850,0.495
2.243000,0.2265,-0.2852,0.4443,0.575
2.248000,0.3138,-0.3170,0.5487,0.707
2.252000,0.3338,-0.1209,0.5880,0.687
2.258000,0.1692,-0.0125,0.5355,0.562
2.263000,0.0835,-0.2610,0.3746,0.464
2.268000,0.1967,-0.4380,0.4158,0.635
2.273000,0.3561,-0.6716,0.3407,0.833
2.278000,0.5824,-0.6451,0.6762,1.101
2.283000,0.8023,-0.7182,0.5013,1.188
2.289000,0.9536,-0.8321,0.2892,1.298
2.293000,0.9909,-0.9631,0.3817,1.434
2.298000,1.0734,-1.1110,0.5862,1.652
2.305000,1.3077,-1.2075,0.7016,1.913
2.309000,1.1337,-0.7147,0.2429,1.362
2.314000,0.6928,-0.1555,0.1263,0.721
2.319000,0.4179,0.2131,-0.1084,0.481
2.336000,0.2168,0.6402,-0.2213,0.711
2.338000,0.2934,1.0540,-0.1417,1.103
2.339000,0.3326,1.2034,-0.2219,1.268
2.342000,0.2886,1.4577,-0.2080,1.501
2.343000,0.1517,1.8816,0.0769,1.889
2.348000,-0.0801,2.2402,0.1082,2.244
2.353000,-0.2442,2.5308,-0.0984,2.544
2.366000,-0.2376,2.6944,-0.0838,2.706
2.368000,-0.2261,2.8064,0.0497,2.816
2.370000,-0.0309,2.9313,0.0459,2.932
2.381000,0.0629,2.9268,-0.0153,2.928
2.382000,0.2151,2.7776,0.1713,2.791
2.384000,0.3044,2.5423,0.1317,2.564
2.393000,0.4957,2.2941,-0.1284,2.351
2.395000,0.6144,2.0437,-0.2832,2.153
2.400000,0.6198,1.8792,-0.2757,1.998
2.406000,0.4440,1.9863,-0.3926,2.073
2.409000,0.4618,1.9888,-0.5951,2.127
2.415000,0.6059,1.8370,-0.6997,2.057
2.420000,0.7544,1.9451,-0.6625,2.189
2.435000,0.7216,2.6204,-0.7501,2.820
2.437000,0.7490,3.0918,-0.4299,3.210
2.439000,0.7939,3.3923,-0.1670,3.488
2.440000,0.5981,3.4823,-0.0551,3.534
2.462000,0.3398,3.3240,-0.1686,3.346
2.463000,0.2490,3.0466,-0.1586,3.061
2.464000,0.2081,2.4686,-0.5664,2.541
2.465000,0.2738,1.8247,-0.7569,1.994
2.466000,0.3272,1.3996,-0.6972,1.597
2.476000,0.3293,1.0842,-0.6774,1.320
2.477000,0.3332,0.6707,-0.7769,1.079
2.481000,0.3926,0.3709,-0.6556,0.849
2.486000,0.3867,0.1751,-0.6504,0.777
2.491000,0.3424,-0.0481,-0.5969,0.690
2.496000,0.2844,-0.2654,-0.5577,0.680
2.501000,0.2281,-0.4312,-0.1693,0.516
2.506000,0.2161,-0.5887,-0.0594,0.630
2.511000,0.1238,-0.6063,-0.2400,0.664
2.516000,-0.0412,-0.6005,0.0570,0.605
2.522000,-0.0801,-0.7984,0.3217,0.865
2.526000,-0.2084,-0.7431,0.2766,0.820
2.531000,0.0221,-0.8213,0.2561,0.861
2.537000,0.1338,-1.1824,0.7226,1.392
2.554000,0.2611,-1.3943,1.0421,1.760
2.556000,0.2113,-1.5865,0.9758,1.874
2.557000,-0.0552,-1.6061,0.2540,1.627
2.558000,-0.0741,-1.7861,0.1370,1.793
2.561000,0.0310,-2.0776,0.2457,2.092
2.566000,-0.0056,-2.4396,0.4199,2.476
2.585000,-0.0406,-2.6319,0.3105,2.650
2.587000,-0.0439,-2.8054,0.4140,2.836
2.588000,-0.2179,-2.6458,0.5913,2.720
2.590000,-0.3323,-2.3805,0.9181,2.573
2.599000,-0.2960,-1.9998,1.3899,2.453
2.601000,-0.6118,-1.4811,1.6480,2.299
2.601000,-1.2240,-0.9651,1.2258,1.983
2.613000,-1.5473,-0.4832,0.9590,1.883
2.614000,-1.7093,0.4300,1.1861,2.124
2.618000,-1.4987,1.4189,1.6882,2.666
2.623000,-1.3489,1.8583,2.0848,3.101
2.627000,-1.3337,2.3388,2.0516,3.385
2.632000,-0.5635,2.6390,2.2159,3.492
2.637000,-0.1710,2.9289,1.8145,3.450
2.650000,0.3037,2.9032,0.8157,3.031
2.652000,0.9072,2.9531,0.2774,3.102
2.653000,1.0556,3.1085,-0.5966,3.337
2.671000,1.3753,2.9604,-1.2216,3.485
2.673000,1.7039,2.5908,-1.3259,3.372
2.674000,1.6032,2.1089,-1.4556,3.023
2.675000,1.2437,1.7815,-1.7193,2.771
2.678000,0.7495,1.6358,-2.3852,2.988
2.683000,0.3306,1.2717,-2.8463,3.135
2.688000,-0.6823,1.4723,-2.2451,2.770
2.693000,-1.8761,1.9617,-1.4104,3.059
2.698000,-2.1627,1.8039,-0.5178,2.864
2.703000,-1.8159,1.4830,-0.1192,2.348
2.708000,-1.4299,1.1636,-0.0974,1.846
2.713000,-1.3134,0.9648,-0.0547,1.631
2.718000,-1.2899,0.7404,-0.0906,1.490
2.723000,-1.2394,0.4031,-0.1284,1.310
2.728000,-1.1827,0.1136,-0.1458,1.197
2.733000,-1.2206,-0.1246,-0.1451,1.235
2.738000,-1.0868,-0.2875,-0.0157,1.124
2.755000,-0.9069,-0.4014,0.1579,1.004
2.756000,-0.7667,-0.4758,0.1999,0.924
2.757000,-0.7169,-0.4894,0.1578,0.882
2.759000,-0.6153,-0.4952,0.1402,0.802
2.763000,-0.4996,-0.4918,0.1313,0.713
2.768000,-0.4494,-0.4125,0.1240,0.622
