time,ax,ay,az,aT
0.726000,-0.2446,0.0924,-1.2164,1.244
0.731000,-0.2413,0.1217,-1.4233,1.449
0.737000,-0.2316,0.1608,-1.5410,1.567
0.741000,-0.3314,0.1601,-1.5718,1.614
0.746000,-0.4809,0.1346,-1.5870,1.664
0.763000,-0.5845,0.0788,-1.6090,1.714
0.765000,-0.6258,0.1260,-1.5421,1.669
0.767000,-0.5361,0.1915,-1.4946,1.599
0.768000,-0.4344,0.2362,-1.5106,1.589
0.771000,-0.3433,0.2476,-1.6330,1.687
0.776000,-0.2582,0.1977,-1.6898,1.721
0.781000,-0.0736,0.1082,-1.6957,1.701
0.788000,0.0607,-0.0313,-1.6656,1.667
0.791000,0.1956,-0.1853,-1.5974,1.620
0.797000,0.2742,-0.3235,-1.5177,1.576
0.802000,0.3890,-0.4155,-1.3525,1.467
0.807000,0.5337,-0.4764,-1.2754,1.462
0.812000,0.7699,-0.5953,-1.2181,1.559
0.817000,0.9476,-0.7324,-1.3252,1.786
0.822000,1.0467,-0.7969,-1.5550,2.037
0.827000,0.9566,-0.8308,-1.6797,2.104
0.832000,0.7686,-0.8026,-1.7320,2.058
0.837000,0.6135,-0.8171,-1.5716,1.875
0.842000,0.4608,-0.7830,-1.3719,1.645
0.847000,0.3671,-0.7427,-1.1109,1.386
0.854000,0.3491,-0.6339,-0.9423,1.188
0.857000,0.3820,-0.4888,-0.7614,0.982
0.862000,0.4220,-0.4312,-0.6611,0.895
0.882000,0.2700,-0.3162,-0.5964,0.727
0.884000,-0.1456,-0.1493,-0.2943,0.361
0.884000,-0.3829,-0.0632,0.2096,0.441
0.886000,-0.2160,-0.1149,0.6228,0.669
0.889000,-0.0293,-0.1590,0.9211,0.935
0.893000,-0.1638,-0.1659,1.6299,1.646
0.898000,-0.7004,-0.3145,3.5979,3.679
0.913000,-1.6806,-0.3308,6.4141,6.639
0.915000,-2.7128,0.1009,6.6024,7.139
0.917000,-2.0546,0.2538,3.3128,3.906
0.919000,-0.2732,0.0873,0.1246,0.313
0.926000,0.7012,0.1578,-1.4092,1.582
0.928000,0.5188,0.4262,-1.5442,1.684
0.935000,0.0175,0.4472,-1.0675,1.157
0.939000,-0.3236,0.3283,-0.7440,0.875
0.943000,-0.4149,0.2728,-0.7765,0.922
0.948000,-0.4592,0.3035,-0.9877,1.131
0.953000,-0.4011,0.3291,-0.9373,1.071
0.959000,-0.3878,0.4092,-0.6444,0.856
0.964000,-0.4131,0.4701,-0.2500,0.674
0.983000,-0.3277,0.4194,0.0849,0.539
0.986000,-0.2909,0.3300,0.2088,0.487
0.987000,-0.3411,0.1431,0.1257,0.391
0.988000,-0.3356,-0.0620,0.0044,0.341
1.030000,-0.1869,-0.2987,-0.0068,0.352
1.031000,0.0367,-0.4663,0.0379,0.469
1.032000,0.2143,-0.4842,0.1940,0.564
1.033000,0.3641,-0.4343,0.2499,0.619
1.034000,0.4726,-0.4317,0.2298,0.680
1.035000,0.5537,-0.4334,0.1923,0.729
1.036000,0.6106,-0.3029,0.2865,0.739
1.037000,0.6244,-0.1113,0.4589,0.783
1.038000,0.7092,0.0421,0.5098,0.874
1.039000,0.6640,0.1057,0.5279,0.855
1.040000,0.5232,0.0764,0.5849,0.788
1.044000,0.4829,-0.0206,0.6077,0.776
1.050000,0.3728,-0.0092,0.6538,0.753
1.055000,0.1530,0.0172,0.5389,0.560
1.060000,0.0123,0.0161,0.4150,0.415
1.065000,-0.1045,0.0594,0.3594,0.379
1.069000,-0.2011,0.0945,0.2502,0.335
1.075000,-0.2610,0.1288,0.2142,0.361
1.080000,-0.3029,0.1634,0.1697,0.384
1.100000,-0.2724,0.1939,0.1237,0.357
1.103000,-0.3125,0.2102,-0.0036,0.377
1.105000,-0.4187,0.2198,-0.1730,0.504
1.106000,-0.6030,0.2731,-0.3321,0.741
1.107000,-0.7164,0.2712,-0.3320,0.835
1.110000,-0.6418,0.2227,-0.2984,0.742
1.115000,-0.4349,0.1443,-0.1476,0.481
1.129000,-0.1893,0.1159,0.1351,0.260
1.130000,0.0111,0.0533,0.3753,0.379
1.131000,0.0685,-0.0105,0.4685,0.474
1.150000,0.1083,-0.0683,0.4483,0.466
1.151000,0.1596,-0.0818,0.3195,0.366
1.153000,0.1696,-0.0558,0.0919,0.201
1.154000,0.1321,0.0011,-0.0170,0.133
1.156000,0.1249,0.0485,0.0462,0.142
1.161000,0.1535,0.0625,0.2061,0.265
1.166000,0.1189,0.0801,0.3732,0.400
1.170000,0.0456,0.1571,0.4114,0.443
1.176000,-0.0323,0.2280,0.4524,0.508
1.181000,-0.0770,0.2627,0.4449,0.522
1.187000,-0.1210,0.3054,0.3842,0.506
1.190000,-0.2177,0.2928,0.3662,0.517
1.196000,-0.2363,0.2308,0.3213,0.461
1.201000,-0.2240,0.1650,0.0774,0.289
1.206000,-0.2407,0.1744,-0.0800,0.308
1.212000,-0.2728,0.1477,-0.0516,0.314
1.217000,-0.2713,0.1675,-0.0002,0.319
1.234000,-0.2480,0.1931,-0.0361,0.316
1.236000,-0.2470,0.2022,0.0200,0.320
1.236000,-0.2675,0.1813,0.0295,0.324
1.248000,-0.3196,0.1367,-0.0412,0.350
1.249000,-0.4247,0.1402,-0.0715,0.453
1.250000,-0.4804,0.1656,-0.0449,0.510
1.260000,-0.4103,0.0715,-0.0185,0.417
1.262000,-0.2756,-0.0058,0.0353,0.278
1.264000,-0.1064,-0.0487,0.0522,0.128
1.267000,0.0126,-0.1269,0.0335,0.132
1.276000,0.0635,-0.0863,0.0466,0.117
1.278000,0.0448,-0.0671,0.1297,0.153
1.282000,-0.0041,-0.0754,0.0570,0.095
1.290000,-0.1025,-0.0283,0.0115,0.107
1.292000,-0.1584,0.0360,0.0802,0.181
1.298000,-0.1822,0.0730,0.2466,0.315
1.304000,-0.1355,0.0639,0.3933,0.421
1.307000,-0.1087,-0.0100,0.4198,0.434
1.313000,-0.1917,-0.1215,0.4580,0.511
1.318000,-0.3008,-0.1934,0.4860,0.603
1.333000,-0.2840,-0.1946,0.3553,0.495
1.334000,-0.3258,-0.0951,0.2656,0.431
1.335000,-0.3920,-0.0087,0.3101,0.500
1.360000,-0.3920,0.0144,0.3515,0.527
1.361000,-0.3417,-0.0140,0.3563,0.494
1.362000,-0.2899,-0.0806,0.3270,0.444
1.363000,-0.2848,-0.2127,0.1224,0.376
1.364000,-0.3456,-0.2980,-0.0927,0.466
1.364000,-0.4227,-0.3662,-0.1978,0.593
1.374000,-0.3748,-0.3683,-0.2161,0.568
1.375000,-0.2758,-0.3050,-0.1078,0.425
1.378000,-0.1350,-0.2172,0.0947,0.273
1.384000,-0.0159,-0.0684,0.4292,0.435
1.389000,0.0656,0.1115,0.4845,0.502
1.393000,0.0308,0.2398,0.3785,0.449
1.399000,-0.1623,0.3886,0.2535,0.492
1.404000,-0.3258,0.4208,0.1904,0.565
1.409000,-0.3207,0.3949,-0.0283,0.510
1.414000,-0.2568,0.3485,-0.1254,0.451
1.418000,-0.2055,0.2433,-0.0679,0.326
1.424000,-0.1475,0.1333,-0.0150,0.199
1.429000,-0.0994,0.0878,0.0141,0.133
1.434000,-0.1089,0.0849,0.0713,0.155
1.447000,-0.0698,0.0854,0.1156,0.160
1.448000,-0.0158,0.0849,0.0103,0.087
1.450000,-0.0114,0.1105,-0.1412,0.180
1.467000,-0.0231,0.1591,-0.1074,0.193
1.468000,-0.1206,0.2747,0.0485,0.304
1.469000,-0.1761,0.3814,0.0278,0.421
1.479000,-0.1179,0.3776,-0.0961,0.407
1.480000,-0.1175,0.3529,-0.2334,0.439
1.481000,-0.1921,0.4043,-0.1908,0.487
1.484000,-0.1666,0.4181,-0.1992,0.492
1.491000,-0.0493,0.3953,-0.1162,0.415
1.496000,0.0803,0.3852,-0.0079,0.394
1.500000,0.2508,0.5562,0.0016,0.610
1.504000,0.5145,0.6810,-0.0076,0.854
1.510000,0.7056,0.3739,0.1458,0.812
1.515000,0.7820,0.1609,0.3895,0.888
1.520000,0.6702,0.1370,0.5829,0.899
1.525000,0.5476,0.2488,0.5655,0.826
1.530000,0.4442,0.5573,0.5096,0.876
1.535000,0.4457,1.0761,0.2400,1.189
1.552000,0.4895,1.2055,0.1930,1.315
1.553000,0.5273,1.0717,0.3570,1.247
1.555000,0.6554,0.8994,0.5422,1.238
1.557000,0.7315,0.7103,0.4876,1.130
1.561000,0.7838,0.5380,0.4779,1.064
1.566000,0.7651,0.4141,0.6843,1.107
1.582000,0.7707,0.3370,0.8155,1.172
1.583000,0.8030,0.2019,0.8290,1.172
1.585000,0.7973,0.0251,0.7875,1.121
1.586000,0.7467,-0.1360,0.7245,1.049
1.596000,0.6760,-0.1934,0.7527,1.030
1.597000,0.5448,-0.2262,0.6484,0.877
1.601000,0.4682,-0.2416,0.5742,0.779
1.611000,0.3939,-0.2552,0.6413,0.795
1.612000,0.4330,-0.2672,0.7506,0.907
1.616000,0.3808,-0.2188,0.9284,1.027
1.623000,0.3238,-0.1711,1.0519,1.114
1.627000,0.1885,-0.1910,0.9501,0.987
1.632000,-0.0181,-0.1956,0.7977,0.821
1.638000,-0.1108,-0.1332,0.7902,0.809
1.641000,-0.0732,-0.1283,0.9037,0.916
1.646000,-0.0258,-0.1857,0.9243,0.943
1.651000,-0.0618,-0.2398,0.8653,0.900
1.665000,-0.0397,-0.2125,0.9273,0.952
1.667000,-0.0022,-0.1620,1.0331,1.046
1.668000,-0.0926,-0.0476,1.0094,1.015
1.688000,-0.1711,0.0504,0.8672,0.885
1.689000,-0.2178,0.0387,0.6362,0.674
1.690000,-0.2259,0.0290,0.6540,0.693
1.691000,-0.1017,0.0628,0.8385,0.847
1.692000,-0.0203,0.0865,1.0304,1.034
1.697000,-0.0004,0.0248,1.0719,1.072
1.702000,-0.0042,-0.0253,1.0539,1.054
1.707000,-0.0120,-0.0607,1.0264,1.028
1.713000,-0.0261,-0.0455,1.0678,1.069
1.717000,-0.0516,-0.0479,1.0853,1.088
1.722000,-0.0587,-0.0483,1.0365,1.039
1.727000,-0.0604,-0.0303,1.0092,1.011
1.733000,-0.0492,-0.0116,0.9649,0.966
1.739000,-0.0409,-0.0173,0.8676,0.869
1.743000,-0.0273,-0.0009,0.8182,0.819
1.748000,-0.0231,-0.0055,0.8249,0.825
1.753000,0.0241,-0.0363,0.8346,0.836
1.757000,0.0784,-0.0456,0.7556,0.761
1.763000,0.1430,-0.1185,0.6906,0.715
1.768000,0.1708,-0.1487,0.7791,0.811
1.785000,0.1477,-0.1138,0.7292,0.753
1.787000,0.0213,-0.1201,0.6497,0.661
1.788000,-0.0688,-0.1755,0.5796,0.609
1.791000,-0.1069,-0.2358,0.6157,0.668
1.793000,-0.1398,-0.2756,0.6533,0.723
1.799000,-0.1895,-0.3232,0.6286,0.732
1.819000,-0.3130,-0.3563,0.5850,0.753
1.820000,-0.4411,-0.4281,0.4441,0.758
1.821000,-0.4904,-0.5411,0.3423,0.807
1.822000,-0.3637,-0.6785,0.3262,0.836
1.824000,-0.2078,-0.7770,0.4197,0.907
1.829000,-0.1497,-0.7735,0.5538,0.963
1.834000,-0.1092,-0.7472,0.4912,0.901
1.839000,-0.1411,-0.6698,0.3831,0.784
1.844000,-0.2838,-0.4968,0.3597,0.676
1.849000,-0.4190,-0.3719,0.3072,0.639
1.855000,-0.4813,-0.3882,0.2411,0.664
1.859000,-0.4472,-0.4160,0.1477,0.628
1.864000,-0.3967,-0.4341,0.2594,0.643
1.869000,-0.3829,-0.4961,0.3365,0.711
1.886000,-0.3991,-0.5613,0.2308,0.726
1.888000,-0.4464,-0.5267,0.2003,0.719
1.889000,-0.4375,-0.5383,0.2099,0.725
1.892000,-0.3491,-0.6319,0.2590,0.767
1.895000,-0.3103,-0.7263,0.2816,0.839
1.899000,-0.2083,-0.8764,0.1820,0.919
1.917000,-0.0726,-1.0066,0.2612,1.042
1.919000,-0.0405,-1.0706,0.3441,1.125
1.920000,-0.0248,-1.1809,0.2871,1.216
1.921000,0.0557,-1.2250,0.2518,1.252
1.932000,0.0530,-1.2794,0.1671,1.291
1.936000,0.0046,-1.2211,0.1940,1.236
1.937000,-0.0529,-1.1460,0.1807,1.161
1.946000,-0.1197,-1.0673,0.0663,1.076
1.947000,-0.1458,-0.9991,0.0383,1.010
1.950000,-0.1752,-0.9070,0.1555,0.937
1.957000,-0.1630,-0.8424,0.2362,0.890
1.962000,-0.1226,-0.7477,0.2861,0.810
1.965000,-0.1763,-0.6970,0.3716,0.809
1.970000,-0.1814,-0.7371,0.4501,0.883
1.984000,-0.2085,-0.8030,0.2771,0.875
1.986000,-0.2380,-0.8910,0.2328,0.951
1.987000,-0.2056,-0.9591,0.2984,1.025
2.009000,-0.1982,-1.0027,0.2184,1.045
2.010000,-0.2488,-1.0898,0.1646,1.130
2.016000,-0.2374,-1.1584,0.0730,1.185
2.017000,-0.1871,-1.2371,-0.1058,1.256
2.018000,-0.1015,-1.2351,-0.1933,1.254
2.020000,-0.0236,-1.2673,-0.2340,1.289
2.021000,0.1079,-1.3589,-0.2438,1.385
2.027000,0.2320,-1.3761,-0.2285,1.414
2.031000,0.3472,-1.3561,-0.1914,1.413
2.036000,0.3529,-1.3109,-0.0691,1.359
2.041000,0.3596,-1.3053,-0.1585,1.363
2.047000,0.3698,-1.2627,-0.3308,1.357
2.052000,0.3203,-1.2366,-0.3853,1.334
2.057000,0.2446,-1.1807,-0.3814,1.265
2.062000,0.1750,-1.0722,-0.4929,1.193
2.067000,0.1591,-1.0126,-0.5214,1.150
2.073000,0.2124,-0.9650,-0.4931,1.104
2.077000,0.1854,-0.9818,-0.5231,1.128
2.082000,0.2270,-1.0044,-0.6179,1.201
2.087000,0.2629,-0.9742,-0.6000,1.174
2.107000,0.2725,-0.9497,-0.5725,1.142
2.109000,0.2059,-0.8842,-0.6024,1.090
2.111000,0.1234,-0.6991,-0.6086,0.935
2.115000,0.0593,-0.5545,-0.6500,0.856
2.116000,-0.0694,-0.4421,-0.7618,0.883
2.118000,-0.1096,-0.3786,-0.7823,0.876
2.134000,-0.0906,-0.3759,-0.6823,0.784
2.135000,-0.1009,-0.3024,-0.6030,0.682
2.136000,-0.0593,-0.3949,-0.6113,0.730
2.138000,-0.0054,-0.4789,-0.6220,0.785
2.148000,0.0805,-0.5734,-0.4946,0.762
2.150000,0.3474,-0.7657,-0.5112,0.984
2.152000,0.5436,-0.9217,-0.5679,1.211
2.171000,0.6725,-0.9994,-0.4776,1.296
2.172000,0.7236,-0.9894,-0.4166,1.295
2.174000,0.7360,-0.9002,-0.2927,1.199
2.175000,0.7455,-0.7942,-0.3355,1.140
2.177000,0.6012,-0.6581,-0.5259,1.035
2.182000,0.4764,-0.5662,-0.6951,1.015
2.188000,0.3137,-0.4826,-0.8656,1.039
2.193000,0.2211,-0.4145,-0.9698,1.078
2.198000,0.1709,-0.3463,-1.0375,1.107
2.203000,0.3039,-0.2675,-0.9537,1.036
2.215000,0.4996,-0.2867,-0.9229,1.088
2.216000,0.6530,-0.2556,-0.8298,1.086
2.218000,0.7024,-0.2268,-0.7596,1.059
2.233000,0.6632,-0.1609,-0.7695,1.029
2.234000,0.6049,-0.0651,-0.8317,1.030
2.235000,0.5329,0.0498,-0.8269,0.985
2.247000,0.5571,0.1693,-0.8026,0.992
2.248000,0.5534,0.2503,-0.6523,0.891
2.249000,0.5156,0.2595,-0.6852,0.896
2.260000,0.5250,0.1132,-0.8417,0.999
2.261000,0.5231,0.0006,-0.9341,1.071
2.264000,0.5097,-0.0605,-0.7718,0.927
2.269000,0.5466,-0.1214,-0.5465,0.782
2.274000,0.5633,-0.1656,-0.5394,0.797
2.279000,0.5167,-0.1918,-0.5780,0.799
2.284000,0.4548,-0.2037,-0.6016,0.781
2.289000,0.4621,-0.2239,-0.6330,0.815
2.294000,0.4611,-0.2609,-0.5593,0.770
2.299000,0.4605,-0.3134,-0.5366,0.773
2.306000,0.4843,-0.3861,-0.5125,0.804
2.310000,0.4656,-0.3641,-0.5576,0.813
2.315000,0.4139,-0.3793,-0.6178,0.835
2.320000,0.4536,-0.3312,-0.5948,0.818
2.336000,0.5015,-0.3284,-0.5754,0.831
2.338000,0.5089,-0.2718,-0.5534,0.799
2.339000,0.5309,-0.1757,-0.4219,0.700
2.341000,0.4848,-0.1142,-0.3694,0.620
2.345000,0.4411,-0.0038,-0.3685,0.575
2.349000,0.3382,0.0252,-0.3773,0.507
2.367000,0.2678,-0.0034,-0.4237,0.501
2.369000,0.2704,-0.1144,-0.4419,0.531
2.369000,0.2513,-0.1514,-0.3576,0.462
2.370000,0.2416,-0.2457,-0.2849,0.447
2.381000,0.2415,-0.3592,-0.2382,0.494
2.382000,0.2067,-0.4750,-0.1983,0.555
2.385000,0.2083,-0.6326,-0.2127,0.699
2.393000,0.1856,-0.7708,-0.3084,0.851
2.395000,0.1627,-0.9172,-0.3094,0.982
2.400000,0.2331,-1.1075,-0.3342,1.180
2.406000,0.3527,-1.2725,-0.2095,1.337
2.411000,0.4571,-1.4191,-0.0863,1.493
2.416000,0.5097,-1.5211,-0.0610,1.605
2.421000,0.4218,-1.4471,-0.1156,1.512
2.439000,0.4183,-1.3635,-0.1930,1.439
2.440000,0.3886,-1.2476,-0.3217,1.346
2.443000,0.3348,-1.0529,-0.4082,1.178
2.444000,0.2567,-0.8788,-0.4908,1.039
2.446000,0.1564,-0.7324,-0.5492,0.929
2.453000,0.0982,-0.6389,-0.5403,0.842
2.468000,0.1342,-0.6089,-0.5814,0.853
2.469000,0.2059,-0.7070,-0.6438,0.978
2.470000,0.3648,-0.8217,-0.6494,1.109
2.472000,0.5279,-0.9541,-0.5574,1.225
2.482000,0.6155,-1.0719,-0.6639,1.403
2.483000,0.7594,-1.1487,-0.8562,1.621
2.487000,0.8094,-1.1462,-0.7984,1.614
2.494000,0.8663,-1.0896,-0.7486,1.581
2.496000,0.8952,-0.9945,-0.7806,1.549
2.502000,0.9105,-0.9386,-0.8515,1.560
2.506000,0.8631,-0.8550,-0.8838,1.502
2.512000,0.8266,-0.6923,-0.8641,1.382
2.517000,0.7324,-0.4423,-0.8027,1.173
2.523000,0.6372,-0.2356,-0.6187,0.919
2.527000,0.5110,-0.0529,-0.6355,0.817
2.532000,0.3579,-0.0020,-0.7683,0.848
2.537000,0.2372,0.0094,-0.8778,0.909
2.554000,0.2226,0.0542,-0.8318,0.863
2.555000,0.3001,-0.0290,-0.7434,0.802
2.556000,0.3360,-0.2089,-0.7280,0.829
2.557000,0.3753,-0.3311,-0.7344,0.889
2.562000,0.4211,-0.3394,-0.7122,0.894
2.567000,0.4119,-0.3653,-0.8236,0.991
2.583000,0.4535,-0.3597,-0.9092,1.078
2.585000,0.5342,-0.2808,-0.8446,1.038
2.586000,0.5275,-0.1633,-0.7002,0.892
2.587000,0.4823,-0.0994,-0.6486,0.814
2.597000,0.3459,-0.0232,-0.5883,0.683
2.598000,0.2306,0.0556,-0.4601,0.518
2.603000,0.1902,-0.0173,-0.3560,0.404
2.610000,0.1757,-0.0085,-0.2566,0.311
2.613000,0.1405,-0.0329,-0.1899,0.239
2.618000,0.0895,-0.1121,-0.1186,0.186
2.624000,0.0565,-0.1597,-0.0356,0.173
2.628000,0.0811,-0.2167,0.0961,0.250
2.633000,0.1322,-0.3032,0.0357,0.333
2.638000,0.1930,-0.3380,-0.0177,0.390
2.652000,0.1968,-0.4121,0.0442,0.459
2.654000,0.1852,-0.5171,0.0505,0.552
2.655000,0.2765,-0.5561,0.2387,0.665
2.679000,0.3223,-0.5699,0.2498,0.701
2.680000,0.3367,-0.5645,0.2376,0.699
2.681000,0.4375,-0.6177,0.2020,0.783
2.681000,0.4897,-0.5764,0.1321,0.768
2.683000,0.4619,-0.4192,0.0002,0.624
2.684000,0.4704,-0.2539,0.0293,0.535
2.689000,0.5004,-0.1402,0.0902,0.527
2.694000,0.4466,-0.1116,0.1061,0.472
2.699000,0.4393,-0.1632,0.0854,0.476
2.704000,0.4222,-0.1311,0.0975,0.453
2.710000,0.3357,-0.1435,0.0978,0.378
2.714000,0.2834,-0.2110,0.0268,0.354
2.719000,0.2753,-0.2319,-0.0668,0.366
2.724000,0.2119,-0.2123,-0.1346,0.329
2.729000,0.1297,-0.2715,-0.1059,0.319
2.734000,0.1296,-0.3701,-0.0832,0.401
