time,ax,ay,az,aT
1.848000,-0.2763,-0.3579,0.1102,0.465
1.855000,-0.2557,-0.3515,0.1010,0.446
1.858000,-0.2451,-0.3475,0.1242,0.443
1.863000,-0.2205,-0.3520,0.1223,0.433
1.867000,-0.1616,-0.3613,0.1216,0.414
1.873000,-0.1556,-0.3623,0.0828,0.403
1.878000,-0.1724,-0.3801,0.0692,0.423
1.883000,-0.1869,-0.3694,0.0115,0.414
1.897000,-0.1905,-0.3673,-0.1261,0.433
1.898000,-0.1218,-0.4060,-0.2108,0.473
1.899000,-0.1012,-0.3803,-0.2127,0.447
1.921000,-0.1071,-0.3334,-0.3006,0.462
1.922000,-0.0871,-0.3143,-0.3799,0.501
1.923000,-0.0424,-0.3250,-0.4198,0.533
1.924000,-0.0275,-0.3296,-0.4371,0.548
1.925000,-0.1083,-0.2991,-0.4619,0.561
1.929000,-0.1140,-0.2571,-0.4968,0.571
1.934000,-0.1730,-0.2814,-0.4631,0.569
1.939000,-0.2282,-0.2581,-0.4420,0.560
1.944000,-0.3029,-0.2529,-0.3739,0.544
1.949000,-0.3063,-0.2910,-0.2933,0.514
1.955000,-0.3065,-0.3187,-0.1908,0.482
1.960000,-0.2771,-0.3007,-0.0850,0.418
1.965000,-0.2371,-0.2649,0.1093,0.372
1.969000,-0.4489,-0.1735,0.4473,0.657
1.974000,-0.5768,-0.1252,0.7069,0.921
1.979000,-0.5115,-0.0392,0.8407,0.985
1.985000,-0.3771,0.0175,0.8598,0.939
2.000000,-0.2809,0.0101,0.7786,0.828
2.002000,-0.1832,-0.0312,0.6270,0.654
2.003000,-0.0990,-0.0596,0.4826,0.496
2.005000,-0.1090,-0.1010,0.3702,0.399
2.009000,-0.1315,-0.0946,0.3047,0.345
2.015000,-0.1868,-0.1170,0.2406,0.326
2.025000,-0.3293,-0.0442,0.1223,0.354
2.026000,-0.4503,-0.0182,0.0356,0.452
2.030000,-0.4732,0.0429,0.0448,0.477
2.035000,-0.5302,0.1056,-0.0190,0.541
2.041000,-0.5661,0.2140,-0.1065,0.614
2.045000,-0.5171,0.3010,-0.0993,0.607
2.050000,-0.3853,0.3700,-0.0787,0.540
2.055000,-0.1934,0.3060,0.0619,0.367
2.060000,0.0229,0.1168,0.1759,0.212
2.065000,0.1754,-0.1285,0.3342,0.399
2.071000,0.2346,-0.2712,0.4604,0.584
2.076000,0.1736,-0.3523,0.6515,0.761
2.081000,0.2562,-0.4196,0.6925,0.849
2.086000,0.4095,-0.4860,0.7135,0.956
2.090000,0.3980,-0.4508,0.6224,0.865
2.096000,0.2735,-0.3916,0.4848,0.681
2.102000,0.2361,-0.3921,0.4801,0.663
2.115000,0.1423,-0.2917,0.5232,0.616
2.117000,-0.0945,-0.1552,0.5421,0.572
2.117000,-0.3242,-0.0140,0.5132,0.607
2.138000,-0.4479,0.0854,0.3672,0.585
2.140000,-0.5666,0.1850,0.3060,0.670
2.140000,-0.6788,0.3085,0.3835,0.839
2.141000,-0.6405,0.3674,0.4969,0.890
2.142000,-0.6150,0.3771,0.4931,0.874
2.147000,-0.6863,0.4489,0.4298,0.926
2.151000,-0.7434,0.4486,0.3158,0.924
2.157000,-0.8441,0.5669,-0.1481,1.027
2.162000,-1.0105,0.7577,-0.3252,1.304
2.167000,-1.0637,0.8364,-0.5297,1.453
2.173000,-1.0767,0.7826,-0.6495,1.481
2.177000,-0.9568,0.7158,-0.5720,1.325
2.182000,-0.7571,0.5716,-0.5095,1.077
2.189000,-0.5586,0.4368,-0.3706,0.800
2.192000,-0.3743,0.2308,-0.3775,0.580
2.197000,-0.1798,0.0180,-0.2799,0.333
2.202000,0.0885,-0.1734,-0.1159,0.227
2.207000,0.3648,-0.3891,0.0955,0.542
2.213000,0.5993,-0.6113,0.2743,0.899
2.217000,0.5258,-0.5389,0.4544,0.879
2.233000,0.2773,-0.2932,0.5330,0.668
2.234000,0.6984,-0.5134,0.4298,0.968
2.234000,1.3822,-0.6493,0.6268,1.651
2.254000,1.2885,-0.7673,1.7116,2.276
2.257000,0.5644,-0.6957,1.5996,1.833
2.259000,-0.0059,-0.3965,1.6302,1.678
2.260000,0.0025,-0.2082,1.6798,1.693
2.261000,0.1120,-0.0445,1.1034,1.110
2.263000,0.1072,0.2270,0.4493,0.515
2.268000,-0.0154,0.3870,0.3861,0.547
2.273000,-0.1327,0.1966,0.3898,0.456
2.278000,-0.1704,-0.0683,0.0280,0.186
2.283000,-0.1963,-0.1349,-0.0627,0.246
2.289000,-0.3337,-0.1113,0.0600,0.357
2.293000,-0.4273,-0.0185,0.1506,0.453
2.298000,-0.4648,-0.0020,0.0952,0.474
2.303000,-0.5070,-0.0693,0.0346,0.513
2.308000,-0.5930,-0.0479,0.0377,0.596
2.314000,-0.5659,0.2423,0.1627,0.637
2.318000,-0.1343,1.8729,1.1740,2.215
2.331000,0.1303,2.0250,0.5967,2.115
2.332000,0.0298,1.6753,-0.0357,1.676
2.333000,-0.0769,1.5425,-0.4900,1.620
2.352000,-0.0116,1.2094,-0.7910,1.445
2.354000,0.1336,0.8987,-0.5707,1.073
2.355000,0.2929,0.6147,0.0152,0.681
2.356000,0.4975,0.2906,0.3670,0.683
2.365000,0.6990,0.0137,0.4243,0.818
2.366000,0.8176,-0.1424,0.3866,0.916
2.369000,0.8014,-0.0891,0.4065,0.903
2.376000,0.7897,-0.0162,0.4942,0.932
2.379000,0.7727,0.0989,0.3939,0.873
2.384000,0.6583,0.2762,0.2687,0.763
2.389000,0.5837,0.5507,0.3396,0.871
2.394000,0.5061,0.8400,0.4171,1.066
2.399000,0.3904,1.1385,0.2761,1.235
2.405000,0.2345,1.2254,0.0625,1.249
2.409000,0.1576,1.1745,-0.3371,1.232
2.415000,0.0902,1.0698,-0.4756,1.174
2.420000,0.1138,1.0100,-0.3910,1.089
2.425000,0.1450,0.8971,-0.1780,0.926
2.429000,0.1973,0.7382,-0.0663,0.767
2.435000,0.2447,0.5907,0.0854,0.645
2.450000,0.2411,0.4926,0.1338,0.565
2.451000,0.1484,0.3877,0.0852,0.424
2.452000,0.0684,0.2720,-0.1378,0.312
2.475000,-0.0192,0.0999,-0.4023,0.415
2.477000,-0.0099,-0.1416,-0.4726,0.493
2.477000,0.1046,-0.3901,-0.2886,0.496
2.478000,0.2728,-0.6509,0.0497,0.707
2.478000,0.3927,-0.8759,0.3723,1.030
2.480000,0.3955,-0.9346,0.5619,1.160
2.486000,0.3216,-0.9268,0.5822,1.141
2.490000,0.1758,-0.8591,0.4244,0.974
2.496000,-0.0288,-0.7707,0.1779,0.792
2.501000,-0.2041,-0.6175,0.0740,0.655
2.506000,-0.3004,-0.4843,-0.0863,0.576
2.510000,-0.3551,-0.3936,-0.0434,0.532
2.516000,-0.4062,-0.2809,0.0531,0.497
2.521000,-0.4517,-0.1562,-0.0020,0.478
2.526000,-0.4737,-0.0665,-0.1722,0.508
2.531000,-0.5436,0.0350,-0.1779,0.573
2.536000,-0.6212,0.1124,-0.2023,0.663
2.547000,-0.6799,0.1640,-0.4121,0.812
2.548000,-0.6743,0.0999,-0.5093,0.851
2.551000,-0.6610,0.1072,-0.4002,0.780
2.566000,-1.0492,0.6587,-2.6374,2.914
2.568000,-0.5368,1.6602,1.1496,2.089
2.569000,1.6887,0.3689,4.6779,4.987
2.578000,0.8946,-0.3464,0.2492,0.991
2.579000,-0.5840,-0.3577,-0.3200,0.756
2.581000,-1.0217,-0.2028,-1.0926,1.510
2.586000,-0.8491,-0.1695,-1.1919,1.473
2.592000,-0.7426,-0.0664,-0.3533,0.825
2.597000,-0.6832,-0.0171,0.5420,0.872
2.602000,-0.5939,-0.1651,0.6823,0.920
2.606000,-0.6759,-0.2618,0.5475,0.908
2.612000,-0.8098,-0.2400,0.4172,0.942
2.617000,-0.9524,-0.2409,0.1822,0.999
2.623000,-0.9899,-0.2940,-0.0118,1.033
2.627000,-0.9141,-0.4231,-0.1259,1.015
2.632000,-0.6711,-0.6249,-0.1540,0.930
2.637000,-0.4001,-0.7850,-0.0834,0.885
2.642000,-0.2120,-0.8661,0.0983,0.897
2.647000,-0.0680,-0.8818,0.1691,0.900
2.652000,0.0254,-0.8867,0.1829,0.906
2.666000,0.0507,-0.7883,0.2802,0.838
2.668000,-0.0315,-0.6451,0.2003,0.676
2.668000,-0.1923,-0.4563,-0.0133,0.495
2.691000,-0.3566,-0.2001,-0.1361,0.431
2.692000,-0.4313,0.0325,-0.1671,0.464
2.693000,-0.5856,0.3093,-0.1816,0.687
2.694000,-0.6954,0.5059,-0.2860,0.906
2.695000,-0.7532,0.6387,-0.3404,1.045
2.698000,-0.7592,0.7029,-0.3542,1.094
